Lattitude,Longitude,Depth,Month,Year,mag(dec),Magnitude
-6.73,129.74,97.7,3,1967,0.9,1
45.53,151.19,40,3,1967,9.7,10
45.67,151.3,35,3,1967,2.2,2
45.44,151.51,34.5,3,1967,7.9,8
-5.97,112.23,598,3,1967,7.6,8
45.2,151.55,30.4,3,1967,0.5,1
-9.18,148.62,20,3,1967,0.6,1
38.47,116.61,29.7,3,1967,1.8,2
-16.44,168.21,15,3,1967,7.2,7
-11.11,115.23,15,3,1967,2.6,3
45.72,151.83,35,4,1967,9.8,10
45.66,151.79,45,4,1967,2,2
45.62,151.7,29.8,4,1967,0,0
-6.02,151.5,22.5,4,1967,0.4,0
20.04,147.31,27.1,4,1967,1.9,2
19.99,147.23,25,4,1967,8.2,8
20.07,147.25,25,4,1967,8.1,8
-3.99,135.68,15,4,1967,9,9
-7.36,155.75,35,4,1967,9.2,9
-7.22,155.83,35,4,1967,7.2,7
-63.66,167.46,10,4,1967,5.4,5
5.12,96.29,50,4,1967,5.1,5
5.35,96.48,50,4,1967,2.1,2
18.31,100.13,85,4,1967,3.6,4
-5.61,129.64,175,4,1967,8.7,9
-5.4,126.69,10,4,1967,5.7,6
13.56,146.27,15,4,1967,2.2,2
51.42,178.26,31.6,4,1967,6.5,7
-1.81,138.69,20,4,1967,2.6,3
39.53,21.27,25,5,1967,7.4,7
-55.6,28.13,30,5,1967,1.2,1
-10.43,161.49,40,5,1967,7.6,8
5.16,127.41,90,5,1967,6.2,6
39.37,73.79,15,5,1967,6.7,7
-20.3,68.82,109.4,5,1967,6.5,7
-59.08,65.47,10,5,1967,9.1,9
-0.9,101.31,179.3,5,1967,8.7,9
-56.19,27.61,125,5,1967,0.6,1
51.85,176.11,30.7,5,1967,8.8,9
36.03,77.71,20,5,1967,9.3,9
12.12,143.73,20,5,1967,8.4,8
53.57,165.72,50,6,1967,2.6,3
-6.79,154.93,15,6,1967,6.9,7
58.21,151.45,27.8,6,1967,1.8,2
-41.39,73.81,31.9,6,1967,2.5,3
-44.88,35.51,10,6,1967,8.8,9
47.65,154.23,40,6,1967,3.4,3
-15.05,73.32,97,6,1967,7.5,8
-15.41,173.34,29.6,6,1967,9.9,10
47.45,154.5,35,6,1967,9.7,10
-58.38,26.96,163.4,6,1967,1.1,1
52.54,166.91,27.1,6,1967,0.1,0
52.64,167.16,27.6,6,1967,2,2
-2.34,77.52,15,6,1967,6.9,7
64.65,147.8,10,6,1967,1.9,2
-25.08,70.39,35,6,1967,1.9,2
-5.86,130.33,90,6,1967,9.2,9
-19.14,167.74,16.4,6,1967,8.8,9
12.53,141.67,20,6,1967,8.1,8
12.49,141.66,20,6,1967,2.1,2
-9.54,157.75,25,6,1967,7.1,7
-47.09,165.84,30,6,1967,4.7,5
-7.25,128.6,150,6,1967,6,6
54.36,158.09,27.5,7,1967,8.3,8
8.82,93.64,15,7,1967,3.1,3
43.14,142.67,158.1,7,1967,5.8,6
52.56,168.19,27.3,7,1967,9.1,9
8.57,125.94,200,7,1967,1.2,1
4.89,126.86,75,7,1967,1,1
5.48,82.73,20,7,1967,1,1
-0.87,132.73,30,7,1967,3.9,4
7.56,134.69,20,7,1967,9.7,10
-33.45,178.83,20,7,1967,4.5,5
40.75,30.8,30,7,1967,4.7,5
39.57,40.45,20,7,1967,5.1,5
6.75,73.03,161.2,7,1967,3,3
10.56,67.33,25,7,1967,5.3,5
40.76,30.61,15,7,1967,9.8,10
-13.02,76.73,50,8,1967,9.5,10
-6.48,130.54,105,8,1967,7,7
45.34,150.32,35,8,1967,5,5
-24.72,177.33,143.6,8,1967,3.1,3
-14.89,166.76,20,8,1967,5,5
35.39,135.43,364.3,8,1967,2,2
43.09,0.73,10,8,1967,7.1,7
-4.41,152.44,20,8,1967,5,5
31.08,93.64,20,8,1967,9.7,10
0.87,98.88,75.1,8,1967,1.9,2
27.69,127.69,110,8,1967,7.1,7
10.3,125.88,35,8,1967,6,6
-12.48,166.65,85,8,1967,4.7,5
-25.27,69.04,103.2,8,1967,9.3,9
3.7,95.67,39.1,8,1967,8.4,8
-60.76,24.3,10,8,1967,6.7,7
-60.9,23.38,10,8,1967,3.2,3
43.57,147.58,65.9,8,1967,6.6,7
-14.94,166.9,25,8,1967,1.2,1
12.17,140.77,20,8,1967,8.2,8
12.27,140.9,20,8,1967,6.2,6
31.63,100.26,10,8,1967,8.3,8
31.59,100.26,10,8,1967,4.4,4
45.44,151.35,35,8,1967,3.1,3
-5.62,147.2,185,9,1967,0.3,0
-10.66,79.67,15,9,1967,8.2,8
-31.28,179.42,236.1,9,1967,4.3,4
14.6,93.48,32.9,9,1967,5.5,6
2.63,124.23,275,9,1967,4.2,4
12.27,140.95,15,9,1967,0.1,0
-27.62,63.23,580.4,9,1967,9,9
-54.55,136.2,10,9,1967,6.9,7
52.74,172.49,25,9,1967,5.4,5
35.61,140.74,45,9,1967,9.7,10
27.34,91.91,13.7,9,1967,9,9
51.72,176.22,55,9,1967,1.7,2
-5.99,146.6,35,9,1967,3.8,4
43.07,145.3,80,9,1967,0.3,0
-57.8,23.8,10,9,1967,4.4,4
-49.74,164.01,20,9,1967,5.7,6
-49.59,163.81,20,9,1967,7,7
-20.73,169.93,100,9,1967,1.4,1
44.63,149.49,40.6,9,1967,6.1,6
-33.46,70.53,83.1,9,1967,7.8,8
-30.09,71.45,50,9,1967,7.1,7
-6.52,153.47,15,9,1967,0.2,0
59.34,147.16,20,9,1967,4.3,4
28.98,129.95,30,9,1967,3.7,4
10.88,85.96,30,10,1967,4.2,4
-5.63,153.96,25,10,1967,2.6,3
49.11,156.31,32.4,10,1967,7.7,8
-9.45,148.84,20,10,1967,2.2,2
-5.62,154.06,35,10,1967,5.9,6
-21.18,179.19,636.8,10,1967,2.4,2
30.45,142.69,10,10,1967,5.7,6
-21.03,179.15,642.9,10,1967,1.2,1
52.13,152.59,461.8,10,1967,1.3,1
-7.13,129.83,88.2,10,1967,9.1,9
11.93,85.87,160.4,10,1967,4,4
1.72,127.49,125,10,1967,7.4,7
17.24,121.89,35,10,1967,5.8,6
79.77,2.85,15,10,1967,1.1,1
-33.8,179.34,35,10,1967,8.2,8
24.4,122.22,71.1,10,1967,0,0
24.42,122.28,75,10,1967,1.9,2
-4.62,135.65,15,11,1967,7.4,7
-17.73,178.86,550,11,1967,7.8,8
37.32,141.85,35,11,1967,6.7,7
43.52,144.32,30,11,1967,5.1,5
43.5,144.26,30,11,1967,1.3,1
-2.7,77.63,93.7,11,1967,2.5,3
-15.04,172.64,46.7,11,1967,3.5,4
16.85,85.79,20,11,1967,4.9,5
-5.23,133.93,30,11,1967,5,5
51.09,178.52,30,11,1967,6.8,7
-7.16,123.75,584.2,11,1967,5.1,5
-6.16,71.34,22.4,11,1967,7.3,7
-17.28,171.85,15,11,1967,9.2,9
-5.46,147.11,210,11,1967,9.3,9
-28.87,71.37,34.8,11,1967,4.1,4
28.38,43.77,15,11,1967,7.9,8
36.44,141.27,35,11,1967,9.2,9
-22.64,171.04,20,11,1967,5.8,6
72.76,8.01,15,11,1967,8.6,9
-22.69,170.92,20,11,1967,3.2,3
14.43,52.1,11.9,11,1967,4.6,5
80.16,0.79,15,11,1967,4.5,5
28.58,130.14,35,11,1967,1.9,2
-8.05,112.98,145,11,1967,1.7,2
-31.13,71.4,60.5,11,1967,5.8,6
32.17,130.84,130.1,11,1967,0.7,1
41.39,20.53,20,11,1967,8.4,8
49.44,154.44,143,12,1967,5.9,6
-14.59,167.31,140,12,1967,7.3,7
-10.86,164.23,10,12,1967,4.3,4
40.48,124.66,20,12,1967,4.1,4
17.41,73.89,15,12,1967,2.7,3
47.59,152.73,140,12,1967,4.5,5
-19.16,168.66,40,12,1967,3.6,4
51.22,157.62,50,12,1967,0.4,0
12.06,143.8,20,12,1967,7.9,8
-21.87,69.94,45,12,1967,3.7,4
-5.21,151.83,45,12,1967,5.6,6
17.35,61.23,15,12,1967,8.4,8
17.54,61.31,15,12,1967,9.9,10
-5.21,153.74,35,12,1967,8.4,8
-21.58,70.3,46.4,12,1967,8.9,9
-21.36,68.31,114.7,12,1967,1.6,2
-22.55,174.67,15,12,1967,4.9,5
-7.1,154.84,10,12,1967,5.7,6
-5.18,153.42,60,1,1968,8.7,9
52.23,171.47,26,1,1968,5.8,6
-9.78,148.84,15,1,1968,7.3,7
-27.85,70.87,30,1,1968,8.5,9
-5.04,153.96,116.6,1,1968,3.5,4
33.62,141.94,15,1,1968,4.2,4
23.97,122.16,35,1,1968,2.6,3
-24.28,67.01,179.2,1,1968,1,1
-7.55,127.87,116,1,1968,4.6,5
52.62,171.45,10,1,1968,6.8,7
52.53,171.42,10,1,1968,3.9,4
37.7,13.03,10,1,1968,7.1,7
-9.21,158.54,27.5,1,1968,0.5,1
-42.56,75.28,17.5,1,1968,2.6,3
-16.1,178.13,20,1,1968,7.5,8
-30.12,179.55,356.6,1,1968,1.4,1
-1.35,14.25,21.2,1,1968,0.5,1
-8.88,120.27,30.6,1,1968,5.7,6
36.45,70.45,212,1,1968,2,2
43.57,146.74,36.9,1,1968,6.6,7
43.34,147.26,33,1,1968,6.6,7
43.25,147.7,15,1,1968,5,5
-6.07,113.37,596,1,1968,3.7,4
43.2,146.99,36,2,1968,4.4,4
46.61,152.76,35,2,1968,0.5,1
16.58,99.53,25,2,1968,5.3,5
43.05,147.28,23.5,2,1968,0.2,0
-0.14,124.15,100,2,1968,3,3
-28.59,71,45,2,1968,5,5
46.03,152.19,60,2,1968,3.8,4
-5.42,153.37,30,2,1968,0.9,1
-5.48,131.26,85,2,1968,0.9,1
-5.47,153.27,30,2,1968,1.5,2
39.37,24.96,15,2,1968,9.3,9
12.34,47.01,10,2,1968,9.7,10
32.07,130.71,10,2,1968,2.5,3
-4.04,128.53,35,2,1968,7.8,8
-32.64,177.48,20,2,1968,5,5
37.59,141.65,65.5,2,1968,6.4,6
22.73,121.37,25,2,1968,2.3,2
12.19,140.64,26.3,2,1968,9,9
12.12,140.76,25,2,1968,6.7,7
32.93,137.82,344.1,2,1968,7.8,8
-6.16,71.37,15,3,1968,0.8,1
1.58,122.45,422.7,3,1968,5.5,6
9.51,126.42,35,3,1968,5.6,6
9.53,126.2,35,3,1968,1.6,2
-5.9,151.01,45,3,1968,3.8,4
-5.6,154.09,75,3,1968,6.2,6
51.96,177.21,70,3,1968,3,3
-36.39,179.58,70,3,1968,7.5,8
-16.21,173.89,109.1,3,1968,4.8,5
3.2,128.18,65,3,1968,6.8,7
-20.62,69.12,95.8,3,1968,4.4,4
13.26,145.77,25,3,1968,3.9,4
-6.63,116.16,554.4,3,1968,6,6
8.1,126.32,84.8,3,1968,3.7,4
47.91,154.05,45,3,1968,2.1,2
-4.18,133.15,17.5,3,1968,7.9,8
32.45,132.27,34.2,4,1968,6.9,7
32.24,132.14,30,4,1968,2.9,3
51.36,176.55,36.4,4,1968,2.2,2
33.18,116.1,10,4,1968,1.7,2
33.51,141.76,24.2,4,1968,2.2,2
-42.68,16.09,10,4,1968,7.7,8
-15.68,172.71,15,4,1968,5.9,6
38.62,143.29,25,4,1968,1.2,1
58.65,150.09,20.1,4,1968,10,10
-15.58,172.91,30,4,1968,9.5,10
37.3,116.46,1.2,4,1968,0.4,0
18.46,103.53,30,4,1968,5.1,5
44.76,174.53,15,4,1968,6.6,7
18.68,69.64,82.3,5,1968,8.9,9
-6.35,129.92,125.3,5,1968,0.2,0
25.19,124.64,97.4,5,1968,1.6,2
6.74,73,159.4,5,1968,2.9,3
-58.01,157.72,15,5,1968,5.9,6
43.6,128.14,10,5,1968,8.7,9
-5.35,81.84,18.8,5,1968,4.2,4
-6.34,147.11,50,5,1968,3.3,3
29.94,129.45,160.1,5,1968,1.8,2
-15.89,26.11,25.7,5,1968,9.1,9
-29.79,179.04,20,5,1968,7.8,8
40.86,143.44,29.9,5,1968,6.9,7
41.11,143.5,25,5,1968,2.9,3
41.1,143.2,30,5,1968,3.5,4
41.44,142.82,29.3,5,1968,3.7,4
41.43,142.86,25,5,1968,3,3
39.86,143.75,25,5,1968,9.5,10
40.82,142.2,59.3,5,1968,0.4,0
41.35,142.61,43.3,5,1968,0.4,0
12.68,141.47,20,5,1968,7,7
41.51,142.72,37.1,5,1968,7.8,8
39.81,143.23,43,5,1968,4.2,4
39.7,143.52,27.8,5,1968,3,3
40.7,144.19,20,5,1968,4.6,5
39.68,143.37,34.9,5,1968,8,8
-55.45,27.85,15,5,1968,1.2,1
35.63,141.96,20,5,1968,1.3,1
40.94,143.46,37.4,5,1968,0.1,0
40.15,144.06,15,5,1968,8.1,8
-30.8,178.11,55,5,1968,8.8,9
48.74,154.9,51.9,5,1968,7.5,8
-30.73,178.09,50,5,1968,4,4
44.82,150.22,28.3,5,1968,6.5,7
44.76,150.26,35,5,1968,3.2,3
41.16,143.67,30,5,1968,3.4,3
44.88,150.19,31.3,5,1968,9.3,9
44.74,150.24,30,5,1968,2.4,2
41.53,143.03,45.1,5,1968,6.1,6
40.25,142.51,48.5,5,1968,6.1,6
-41.66,172.02,20,5,1968,3.6,4
40.88,143.18,27.6,5,1968,3.7,4
-6.8,118.85,619.1,5,1968,6.6,7
-41.94,172,15,5,1968,5.1,5
40.18,143.29,31.8,5,1968,2.7,3
-30.79,177.63,30,5,1968,5.7,6
-2.85,139.35,45,5,1968,1.3,1
52.22,172.76,20.5,5,1968,2.5,3
44.65,150.26,24.2,5,1968,0.4,0
-30.93,177.4,35,5,1968,4.3,4
40.25,142.4,45,6,1968,9.4,9
-8.08,158.67,35,6,1968,4.5,5
45.45,148.58,155,6,1968,9.6,10
-1.92,120.09,35,6,1968,3,3
-2.08,120.46,38,6,1968,6.2,6
-8.74,157.56,15,6,1968,5,5
43.54,147.1,40,6,1968,7.7,8
-48.95,31.12,15,6,1968,7.6,8
56.28,161.49,186.1,6,1968,1.6,2
39.5,143.07,32.1,6,1968,6.1,6
-0.59,132.91,35,6,1968,8.4,8
39.36,142.96,27.5,6,1968,3.5,4
39.24,143.19,30,6,1968,2.6,3
39.42,143.1,30,6,1968,2.5,3
39.31,142.99,24.5,6,1968,5.5,6
45.25,153.35,10,6,1968,7.4,7
26.88,126.51,140,6,1968,7.9,8
5.59,82.55,10,6,1968,8.6,9
51.63,159.33,30,6,1968,8.6,9
-53.83,8.77,10,6,1968,9,9
41.05,143.26,37.6,6,1968,1.3,1
-12.3,166.57,50,6,1968,8.4,8
38.75,143.92,25,6,1968,8.2,8
-5.61,77.09,15,6,1968,5.8,6
-44.05,75.58,20,6,1968,1.4,1
-5.57,77.18,15,6,1968,9.6,10
-5.71,77.26,15,6,1968,0.3,0
40.41,143.77,18.2,6,1968,8.4,8
39.59,143.59,20.7,6,1968,7.5,8
42.04,142.9,45,6,1968,3.6,4
-22.21,171.32,80,6,1968,1.4,1
36,139.35,60.6,7,1968,1.4,1
17.52,100.27,57.9,7,1968,1.6,2
-29.92,177.69,55,7,1968,5.3,5
-2.71,138.89,45,7,1968,9.5,10
38.48,142.15,47,7,1968,2,2
-6.48,133.89,55,7,1968,3.5,4
-36.77,78.41,15,7,1968,4.7,5
40.21,143.47,20,7,1968,6.7,7
39.55,143.24,21.8,7,1968,1.1,1
39.62,143.28,19.9,7,1968,2.6,3
-8.62,125.01,12.4,7,1968,6.4,6
8.73,93.63,15,7,1968,1.9,2
-3.11,150.6,15,7,1968,6.8,7
-54.73,1.5,10,7,1968,7.1,7
-20.15,169.01,38.4,7,1968,6.5,7
40.39,143.51,26.7,7,1968,9.9,10
-30.73,178.22,45,7,1968,9.6,10
45.56,146.86,17.3,7,1968,4.7,5
-19.19,176.02,15,7,1968,2.6,3
55.42,166.57,23.6,7,1968,9.3,9
-22.53,174.86,45,7,1968,0.5,1
-0.29,133.41,20,7,1968,3.4,3
-6.99,80.54,31.8,7,1968,5.3,5
-26.82,177.09,127.2,8,1968,6.1,6
16.32,122.07,25,8,1968,5.2,5
27.58,60.98,67.4,8,1968,6.3,6
16.52,97.74,25,8,1968,2.4,2
25.64,128.49,15,8,1968,8.3,8
16.48,122.23,25,8,1968,7.7,8
6.5,126.78,100,8,1968,4.8,5
33.23,132.19,45.7,8,1968,5.6,6
43.02,144.84,59.9,8,1968,8.5,9
36.36,141.59,37.6,8,1968,8.2,8
1.51,126.23,23,8,1968,8.5,9
1.33,126.48,20,8,1968,8.7,9
1.4,126.18,25,8,1968,5,5
1.62,126.3,30,8,1968,1.8,2
-15.24,73.92,90.2,8,1968,9.1,9
52.05,179.96,165.2,8,1968,4.9,5
1.58,126.48,30,8,1968,5.9,6
1.7,126.48,30,8,1968,3.7,4
-15.63,167.66,125,8,1968,2,2
15.1,122.49,22.5,8,1968,1.6,2
18.2,103.23,20,8,1968,3.8,4
0.16,119.8,20,8,1968,0.5,1
-12.76,166.19,25,8,1968,2.5,3
38.59,143.57,15,8,1968,0.6,1
16.56,98.03,30,8,1968,7.5,8
1.36,126.27,35,8,1968,8.3,8
-10.19,159.91,543.1,8,1968,3,3
1.16,126.1,35,8,1968,3.5,4
5.49,147.08,10,8,1968,4.3,4
-30.78,178.77,15,8,1968,9.7,10
52.96,171.15,25.6,8,1968,0.7,1
-21.99,63.55,533.6,8,1968,6.6,7
40.11,143.43,21,8,1968,8.2,8
40.06,143.39,21.5,8,1968,5.8,6
-20.12,174.98,97.1,8,1968,6.8,7
-16.32,178.16,20,8,1968,3.7,4
12.36,144.55,27.5,8,1968,7.8,8
-19.96,176.49,15,8,1968,6.2,6
15.51,122.06,20,8,1968,9.8,10
34.16,59.08,10,8,1968,8,8
34.02,58.18,15,9,1968,3.7,4
41.86,32.46,20,9,1968,3.6,4
20.56,62.28,17.7,9,1968,9.6,10
31.01,131.91,37.2,9,1968,1,1
-58.46,25.71,45,9,1968,1.6,2
-3.71,143.07,30,9,1968,7.6,8
-8.75,74.43,142.3,9,1968,9.7,10
-43.04,75.18,17.9,9,1968,0.1,0
-21.52,179.26,635.4,9,1968,9.6,10
28.38,53.21,25,9,1968,9.1,9
40.85,143.34,27.2,9,1968,3.2,3
-6.02,148.76,35,9,1968,5.6,6
-6.03,148.84,65,9,1968,5.1,5
-15.27,175.42,25,9,1968,4.6,5
-18.17,167.31,15,9,1968,5.3,5
10.7,62.75,103.4,9,1968,3.3,3
42.04,142.68,58.3,9,1968,1.7,2
-24.26,66.95,190,9,1968,9.9,10
-46.45,166.56,15,9,1968,5.3,5
15.57,92.54,124.8,9,1968,5.5,6
-17.69,178.46,587.5,9,1968,7.3,7
-21.07,176.81,249.2,9,1968,1.3,1
-30.62,177.91,50,9,1968,1.2,1
-6.91,129.08,150.6,9,1968,6.4,6
-3.62,143.47,15,9,1968,8.2,8
-13.24,76.28,65,9,1968,7.3,7
-3.78,128.49,105,10,1968,7.8,8
-56.19,27.23,100.9,10,1968,9.9,10
-15.12,175.17,15,10,1968,2.8,3
26.36,140.64,500,10,1968,4.3,4
41.97,142.76,35,10,1968,7.3,7
-39.85,87.68,10,10,1968,6.3,6
-23.34,66.58,209.3,10,1968,8.1,8
-6.08,148.63,48.9,10,1968,6,6
-20.73,178.7,603.6,10,1968,9.1,9
-31.57,117.07,15,10,1968,8.4,8
-0.43,100.58,75,10,1968,0,0
29.13,129.58,20,10,1968,2.6,3
24.95,122.44,22.5,10,1968,5.2,5
40.43,144.3,15,10,1968,0.9,1
-3.33,143.29,15,10,1968,1.7,2
-3.4,143.49,15,10,1968,1.2,1
5.91,127.03,45,10,1968,4.1,4
49.52,156.08,55,10,1968,4.5,5
33.51,140.98,50,10,1968,5.4,5
-12.44,166.41,50,10,1968,0.4,0
31.35,141.9,35,10,1968,4.8,5
65.39,150.07,10,10,1968,5.2,5
1.19,126.23,35,10,1968,0,0
-16.34,73.39,43.7,10,1968,9.4,9
-14.18,172.11,597,11,1968,4.3,4
2.36,126.86,42.2,11,1968,3.8,4
40.17,143.44,27.1,11,1968,4.5,5
27.49,128.48,53.6,11,1968,5.6,6
40.19,142.75,46,11,1968,2.6,3
-16.6,175.93,35,11,1968,4.8,5
9.48,72.59,175.7,11,1968,5.3,5
-3.2,128.86,35,11,1968,1.9,2
-1.24,13.86,18.6,11,1968,2.5,3
16.21,122.26,35,11,1968,9.3,9
1.37,125.72,85,11,1968,4.9,5
13.13,122.55,10,11,1968,1.8,2
-15.44,175.69,25,11,1968,2.5,3
40.34,142.47,40,11,1968,7.5,8
5.12,126.85,50,11,1968,4.3,4
-57.61,6.88,10,11,1968,6.5,7
-5.33,151.95,45,11,1968,8.5,9
15.1,94.8,20,11,1968,6.3,6
-6.74,156.12,173.5,11,1968,0,0
-14.15,23.88,11.3,12,1968,1.1,1
36.48,26.99,20,12,1968,6.5,7
63.93,21.95,10,12,1968,9.3,9
-3.52,146.03,15,12,1968,7.1,7
51.47,175.61,25,12,1968,2.3,2
-44.98,80.49,10,12,1968,5.7,6
-20.67,169.43,71.6,12,1968,7.9,8
-6.32,130.42,90,12,1968,0.9,1
9.72,125.88,97.9,12,1968,3.5,4
-15.96,177.86,435.8,12,1968,6.9,7
51.47,175.64,25,12,1968,8.9,9
51.54,175.77,30.2,12,1968,9.7,10
51.67,175.73,25,12,1968,1.6,2
60.15,153.06,109.6,12,1968,5.2,5
-19.8,177.61,376.6,12,1968,6.8,7
36.13,70.09,150.3,12,1968,4.4,4
53.43,160.07,44.1,12,1968,8.6,9
37.23,116.47,1.4,12,1968,3.1,3
36.31,101.77,25,12,1968,4.7,5
56.33,154,22.7,12,1968,2.3,2
57.49,151.45,33.1,12,1968,8.6,9
51.1,179.39,45,1,1969,8.2,8
-56.1,27.84,80.1,1,1969,4.5,5
37.14,57.9,10,1,1969,8.6,9
51.13,179.31,15,1,1969,9,9
-6.85,129.82,105,1,1969,3.9,4
-7.97,158.89,60,1,1969,9,9
-10.41,164.48,10,1,1969,3.3,3
11.82,143.42,45,1,1969,5,5
28.92,130.67,25,1,1969,9.9,10
-7.97,159,50,1,1969,6.5,7
36.04,29.22,25,1,1969,1.7,2
-56.76,26.87,130,1,1969,3.6,4
44.99,143.24,244.7,1,1969,9,9
-14.85,167.35,112.9,1,1969,4.9,5
-10.44,164.67,10,1,1969,2.9,3
54.9,166.05,25,1,1969,0.3,0
55.9,162.96,30.1,1,1969,7.5,8
-21.88,179.5,593.5,1,1969,0.2,0
0.84,126.01,35,1,1969,0.1,0
55.84,162.69,31.3,1,1969,4.6,5
8.65,137.85,15,1,1969,0.3,0
-17.05,171.6,15,1,1969,8.4,8
4.57,127.31,60,1,1969,8.4,8
4.19,128.19,43.3,1,1969,2.6,3
4.36,128.23,40,1,1969,5.7,6
-15.43,174.91,260,1,1969,4.9,5
9.25,126.46,35,2,1969,7.8,8
3.8,128.26,45,2,1969,7,7
3.88,128.37,45,2,1969,2.7,3
4.25,128.1,30,2,1969,4.1,4
4.74,127.37,35,2,1969,5.4,5
-0.72,121.63,45,2,1969,6.6,7
-8.12,79.94,35,2,1969,8.9,9
-22.8,178.82,660,2,1969,9,9
-22.97,179.08,662,2,1969,5.7,6
41.39,79.31,13.3,2,1969,5,5
-6.78,126.58,430.5,2,1969,3.9,4
-13.67,167.22,210.1,2,1969,9.9,10
3.65,128.35,40,2,1969,7.1,7
3.52,128.21,75,2,1969,7.7,8
3.34,128.18,55,2,1969,0,0
3.51,128.31,35,2,1969,3.8,4
-3.2,118.9,15,2,1969,5.3,5
-6.12,130.95,35,2,1969,0.9,1
5.26,126.51,65,2,1969,7.9,8
36.03,10.61,10,2,1969,6.8,7
36.18,10.54,10,2,1969,6,6
40.03,27.57,15,3,1969,2.7,3
51.57,159.2,34.5,3,1969,1.6,2
4.03,128.11,35,3,1969,8.2,8
36.39,70.75,205.6,3,1969,4.2,4
41.32,139.81,170,3,1969,9.5,10
-4.19,135.5,20,3,1969,8.5,9
-4.1,135.64,20,3,1969,6.3,6
-5.59,147.23,198.7,3,1969,4.5,5
12.78,86.81,179.8,3,1969,6.1,6
-2.74,126.59,20,3,1969,1.3,1
51.3,179.07,42.3,3,1969,8.2,8
38.54,142.89,38.8,3,1969,8.3,8
44.05,150.91,12.9,3,1969,0.4,0
28.78,128.44,168.5,3,1969,2.7,3
31.21,114.32,10,3,1969,5.2,5
8.7,127.22,20,3,1969,4.6,5
8.73,127.32,20,3,1969,0.1,0
40.38,143.88,17.1,3,1969,8.2,8
31.3,114.42,10,3,1969,7.8,8
-15.62,176.01,15,3,1969,2.6,3
39.08,28.49,15,3,1969,8.3,8
39.24,28.71,15,3,1969,1.6,2
3.75,128.3,15,3,1969,1,1
4.58,127.61,50,3,1969,9.1,9
38.52,28.55,10,3,1969,6.2,6
11.88,41.21,10,3,1969,6,6
11.89,41.34,10,3,1969,5.8,6
10.32,56.98,15,3,1969,9.8,10
27.58,33.9,10,3,1969,5.7,6
38.5,134.56,398.1,3,1969,1.9,2
51.12,173.54,15,4,1969,1.9,2
24.32,110.15,15,4,1969,8.5,9
54.44,169.37,15.9,4,1969,3.3,3
11.88,41.34,15,4,1969,9.4,9
1.34,85.02,15,4,1969,3.3,3
38.43,26.63,15,4,1969,0.4,0
76.48,131.23,15,4,1969,7.9,8
-49.19,30.29,15,4,1969,9,9
36.83,139.85,110.4,4,1969,4.1,4
42.08,131.13,565,4,1969,3,3
17.75,80.78,20,4,1969,2.4,2
-6.16,129.79,167.5,4,1969,0.9,1
39.85,143.65,10,4,1969,3.5,4
-6.01,113.08,588.3,4,1969,7,7
-3.55,151.02,25,4,1969,0,0
-13.49,166.98,100,4,1969,1.2,1
-13.56,166.77,35,4,1969,8.2,8
39.6,143.62,10,4,1969,9.3,9
-4.52,132.7,30,4,1969,3,3
14.09,91.06,70.7,4,1969,8.8,9
32.15,131.94,38.6,4,1969,7.5,8
-26.72,113.96,10,4,1969,5.2,5
39.89,143.35,34.5,4,1969,8.7,9
12.71,58.4,17.9,4,1969,3,3
7.41,82.11,27.4,4,1969,5.3,5
-30.66,71.57,35,4,1969,6.9,7
-30.58,71.25,35,4,1969,2.3,2
0.78,119.99,35,4,1969,4.5,5
-57.66,25.79,45,4,1969,9.7,10
-22.36,177.51,283.5,4,1969,3.4,3
-7.89,158.92,68.6,4,1969,3.2,3
-16.7,174.67,203.4,5,1969,9.4,9
-17.47,168.8,10,5,1969,6.7,7
11.51,86.28,75,5,1969,2.4,2
36.4,140.74,50,5,1969,0.4,0
-7.22,120.79,631.7,5,1969,8.6,9
51.29,179.83,28.3,5,1969,1.2,1
34.56,70.83,30,5,1969,9.8,10
16.81,61.24,34.8,5,1969,7.9,8
-8.9,158.73,30,5,1969,8.3,8
11.73,125.88,30,5,1969,0.2,0
53.18,160.38,15,5,1969,9.1,9
-31.89,178.7,60,5,1969,4.4,4
-57.73,25.37,15,5,1969,8.4,8
11.79,125.79,30,5,1969,8.4,8
-2.17,76.76,158.6,5,1969,9.3,9
-32.08,177.92,20,5,1969,7.9,8
-32.16,177.98,20,5,1969,6.8,7
-23.56,174.82,15,6,1969,9.6,10
40.41,143.79,15,6,1969,9.5,10
34.41,25.17,22.4,6,1969,7.1,7
49.38,155.44,55,6,1969,7.3,7
-8.01,159.04,55,6,1969,6.7,7
19.03,145.48,202.6,6,1969,9.9,10
-52.74,160.31,15,6,1969,7.4,7
52.54,167.92,32.7,6,1969,3.8,4
28.2,129.97,40,6,1969,6.4,6
53.09,162.51,17.8,6,1969,2.5,3
-5.41,109.6,557.1,6,1969,1.1,1
49.21,158.5,15,6,1969,9.6,10
51.49,179.97,56.7,6,1969,4.7,5
18.27,104.78,20,6,1969,6.2,6
-5.89,146.75,100,6,1969,2.9,3
13.44,123.15,15,6,1969,5.8,6
-30.52,178.12,35,6,1969,7.9,8
-62.88,166.68,10,6,1969,8,8
-55.79,147.12,10,7,1969,7.9,8
-3.84,131.52,25,7,1969,8.5,9
16.47,147.29,25,7,1969,5.4,5
